Tipo de cambio;Fecha;Cambio;Var.%
Tipo de cambio Euro / Won surcoreanos;01/04/2020;1.346,4800;0,41%
Tipo de cambio Euro / Won surcoreanos;31/03/2020;1.341,0300;-0,78%
Tipo de cambio Euro / Won surcoreanos;30/03/2020;1.351,5200;0,39%
Tipo de cambio Euro / Won surcoreanos;27/03/2020;1.346,3100;0,74%
Tipo de cambio Euro / Won surcoreanos;26/03/2020;1.336,4600;0,12%
Tipo de cambio Euro / Won surcoreanos;25/03/2020;1.334,8200;-0,88%
Tipo de cambio Euro / Won surcoreanos;24/03/2020;1.346,6500;-0,62%
Tipo de cambio Euro / Won surcoreanos;23/03/2020;1.355,1000;1,46%
Tipo de cambio Euro / Won surcoreanos;20/03/2020;1.335,6400;-2,09%
Tipo de cambio Euro / Won surcoreanos;19/03/2020;1.364,1400;-0,99%
Tipo de cambio Euro / Won surcoreanos;18/03/2020;1.377,8000;0,92%
Tipo de cambio Euro / Won surcoreanos;17/03/2020;1.365,2100;-0,59%
Tipo de cambio Euro / Won surcoreanos;16/03/2020;1.373,3400;2,38%
Tipo de cambio Euro / Won surcoreanos;13/03/2020;1.341,3800;-1,33%
Tipo de cambio Euro / Won surcoreanos;12/03/2020;1.359,4000;0,84%
Tipo de cambio Euro / Won surcoreanos;11/03/2020;1.348,0700;-0,67%
Tipo de cambio Euro / Won surcoreanos;10/03/2020;1.357,1200;-1,28%
Tipo de cambio Euro / Won surcoreanos;09/03/2020;1.374,7100;1,71%
Tipo de cambio Euro / Won surcoreanos;06/03/2020;1.351,6300;1,86%
Tipo de cambio Euro / Won surcoreanos;05/03/2020;1.327,0100;0,92%
Tipo de cambio Euro / Won surcoreanos;04/03/2020;1.314,9600;-0,95%
Tipo de cambio Euro / Won surcoreanos;03/03/2020;1.327,5900;0,13%
Tipo de cambio Euro / Won surcoreanos;02/03/2020;1.325,8500;0,07%
Tipo de cambio Euro / Kunas croatas;14/04/2020;7,6130;-0,06%
Tipo de cambio Euro / Kunas croatas;09/04/2020;7,6175;-0,08%
Tipo de cambio Euro / Kunas croatas;08/04/2020;7,6235;-0,11%
Tipo de cambio Euro / Kunas croatas;07/04/2020;7,6320;0,09%
Tipo de cambio Euro / Kunas croatas;06/04/2020;7,6255;-0,06%
Tipo de cambio Euro / Kunas croatas;03/04/2020;7,6300;-0,01%
Tipo de cambio Euro / Kunas croatas;02/04/2020;7,6305;0,03%
Tipo de cambio Euro / Kunas croatas;01/04/2020;7,6285;0,04%
Tipo de cambio Euro / Kunas croatas;31/03/2020;7,6255;-0,01%
Tipo de cambio Euro / Kunas croatas;30/03/2020;7,6265;0,16%
Tipo de cambio Euro / Kunas croatas;27/03/2020;7,6140;0,03%
Tipo de cambio Euro / Kunas croatas;26/03/2020;7,6115;0,04%
Tipo de cambio Euro / Kunas croatas;25/03/2020;7,6083;-0,05%
Tipo de cambio Euro / Kunas croatas;24/03/2020;7,6118;0,08%
Tipo de cambio Euro / Kunas croatas;23/03/2020;7,6060;-0,05%
Tipo de cambio Euro / Kunas croatas;20/03/2020;7,6098;0,02%
Tipo de cambio Euro / Kunas croatas;19/03/2020;7,6080;0,19%
Tipo de cambio Euro / Kunas croatas;18/03/2020;7,5935;0,15%
Tipo de cambio Euro / Kunas croatas;17/03/2020;7,5823;0,05%
Tipo de cambio Euro / Kunas croatas;16/03/2020;7,5785;0,20%
Tipo de cambio Euro / Kunas croatas;13/03/2020;7,5630;-0,49%
Tipo de cambio Euro / Kunas croatas;12/03/2020;7,6000;0,34%
Tipo de cambio Euro / Kunas croatas;11/03/2020;7,5745;0,42%
Tipo de cambio Euro / Kunas croatas;10/03/2020;7,5425;-0,10%
Tipo de cambio Euro / Kunas croatas;09/03/2020;7,5500;0,62%
Tipo de cambio Euro / Kunas croatas;06/03/2020;7,5035;0,17%
Tipo de cambio Euro / Kunas croatas;05/03/2020;7,4905;0,08%
Tipo de cambio Euro / Kunas croatas;04/03/2020;7,4848;-0,01%
Tipo de cambio Euro / Kunas croatas;03/03/2020;7,4853;0,02%
Tipo de cambio Euro / Kunas croatas;02/03/2020;7,4835;0,19%
Tipo de cambio Euro / Coronas danesas;14/04/2020;7,4623;-0,05%
Tipo de cambio Euro / Coronas danesas;09/04/2020;7,4657;0,02%
Tipo de cambio Euro / Coronas danesas;08/04/2020;7,4640;-0,05%
Tipo de cambio Euro / Coronas danesas;07/04/2020;7,4675;0,02%
Tipo de cambio Euro / Coronas danesas;06/04/2020;7,4660;-0,04%
Tipo de cambio Euro / Coronas danesas;03/04/2020;7,4689;0,04%
Tipo de cambio Euro / Coronas danesas;02/04/2020;7,4661;0,03%
Tipo de cambio Euro / Coronas danesas;01/04/2020;7,4642;-0,04%
Tipo de cambio Euro / Coronas danesas;31/03/2020;7,4674;0,01%
Tipo de cambio Euro / Coronas danesas;30/03/2020;7,4667;0,08%
Tipo de cambio Euro / Coronas danesas;27/03/2020;7,4606;-0,07%
Tipo de cambio Euro / Coronas danesas;26/03/2020;7,4659;-0,03%
Tipo de cambio Euro / Coronas danesas;25/03/2020;7,4682;0,02%
Tipo de cambio Euro / Coronas danesas;24/03/2020;7,4669;-0,05%
Tipo de cambio Euro / Coronas danesas;23/03/2020;7,4706;0,02%
Tipo de cambio Euro / Coronas danesas;20/03/2020;7,4691;-0,05%
Tipo de cambio Euro / Coronas danesas;19/03/2020;7,4731;0,00%
Tipo de cambio Euro / Coronas danesas;18/03/2020;7,4732;0
Tipo de cambio Euro / Coronas danesas;17/03/2020;7,4732;0,00%
Tipo de cambio Euro / Coronas danesas;16/03/2020;7,4731;0,00%
Tipo de cambio Euro / Coronas danesas;13/03/2020;7,4732;0,01%
Tipo de cambio Euro / Coronas danesas;12/03/2020;7,4727;0,00%
Tipo de cambio Euro / Coronas danesas;11/03/2020;7,4726;0,02%
Tipo de cambio Euro / Coronas danesas;10/03/2020;7,4714;0,03%
Tipo de cambio Euro / Coronas danesas;09/03/2020;7,4695;0,00%
Tipo de cambio Euro / Coronas danesas;06/03/2020;7,4697;-0,02%
Tipo de cambio Euro / Coronas danesas;05/03/2020;7,4712;-0,02%
Tipo de cambio Euro / Coronas danesas;04/03/2020;7,4727;0,00%
Tipo de cambio Euro / Coronas danesas;03/03/2020;7,4730;0
Tipo de cambio Euro / Coronas danesas;02/03/2020;7,4730;0,01%
Tipo de cambio Euro / Libras egipcias;14/04/2020;17,2369;0,18%
Tipo de cambio Euro / Libras egipcias;13/04/2020;17,2054;-0,10%
Tipo de cambio Euro / Libras egipcias;12/04/2020;17,2227;0,69%
Tipo de cambio Euro / Libras egipcias;09/04/2020;17,1038;-0,15%
Tipo de cambio Euro / Libras egipcias;08/04/2020;17,1298;0,01%
Tipo de cambio Euro / Libras egipcias;07/04/2020;17,1274;0,70%
Tipo de cambio Euro / Libras egipcias;06/04/2020;17,0086;-0,08%
Tipo de cambio Euro / Libras egipcias;05/04/2020;17,0227;-1,02%
Tipo de cambio Euro / Libras egipcias;02/04/2020;17,1983;-0,22%
Tipo de cambio Euro / Libras egipcias;01/04/2020;17,2369;0,01%
Tipo de cambio Euro / Libras egipcias;31/03/2020;17,2356;-1,01%
Tipo de cambio Euro / Libras egipcias;30/03/2020;17,4120;-0,77%
Tipo de cambio Euro / Libras egipcias;29/03/2020;17,5475;1,53%
Tipo de cambio Euro / Libras egipcias;26/03/2020;17,2829;1,49%
Tipo de cambio Euro / Libras egipcias;25/03/2020;17,0293;-0,06%
Tipo de cambio Euro / Libras egipcias;24/03/2020;17,0388;0,36%
Tipo de cambio Euro / Libras egipcias;23/03/2020;16,9781;0,80%
Tipo de cambio Euro / Libras egipcias;22/03/2020;16,8435;-0,71%
Tipo de cambio Euro / Libras egipcias;19/03/2020;16,9647;-1,74%
Tipo de cambio Euro / Libras egipcias;18/03/2020;17,2656;-1,77%
Tipo de cambio Euro / Libras egipcias;16/03/2020;17,5766;0,49%
Tipo de cambio Euro / Libras egipcias;15/03/2020;17,4909;-1,92%
Tipo de cambio Euro / Libras egipcias;11/03/2020;17,8341;-0,37%
Tipo de cambio Euro / Libras egipcias;10/03/2020;17,9001;-0,28%
Tipo de cambio Euro / Libras egipcias;09/03/2020;17,9499;1,66%
Tipo de cambio Euro / Libras egipcias;08/03/2020;17,6563;0,84%
Tipo de cambio Euro / Libras egipcias;05/03/2020;17,5089;0,59%
Tipo de cambio Euro / Libras egipcias;04/03/2020;17,4068;0,06%
Tipo de cambio Euro / Libras egipcias;03/03/2020;17,3969;0,13%
Tipo de cambio Euro / Libras egipcias;02/03/2020;17,3744;0,78%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;09/04/2020;3,9909;-0,04%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;08/04/2020;3,9924;-0,13%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;07/04/2020;3,9975;0,87%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;06/04/2020;3,9630;-1,05%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;02/04/2020;4,0052;-0,27%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;01/04/2020;4,0162;-0,18%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;31/03/2020;4,0236;-0,71%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;30/03/2020;4,0522;0,48%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;26/03/2020;4,0328;1,42%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;25/03/2020;3,9762;-0,15%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;24/03/2020;3,9821;0,56%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;23/03/2020;3,9601;-0,17%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;19/03/2020;3,9667;-1,22%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;18/03/2020;4,0155;-0,44%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;17/03/2020;4,0331;-1,57%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;16/03/2020;4,0974;-0,74%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;12/03/2020;4,1279;-0,85%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;11/03/2020;4,1631;-0,47%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;10/03/2020;4,1830;-0,58%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;09/03/2020;4,2072;2,40%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;05/03/2020;4,1084;0,56%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;04/03/2020;4,0857;0,07%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;03/03/2020;4,0827;-0,04%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;02/03/2020;4,0846;1,44%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;27/02/2020;4,0265;0,82%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;26/02/2020;3,9938;0,32%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;25/02/2020;3,9810;0,20%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;24/02/2020;3,9729;0,26%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;20/02/2020;3,9626;-0,09%
Tipo de cambio Euro / Dirhams de Emiratos Árabes Unido;19/02/2020;3,9663;-0,15%
Tipo de cambio Euro / Pesos filipinos;14/04/2020;55,4530;0,94%
Tipo de cambio Euro / Pesos filipinos;09/04/2020;54,9390;-0,07%
Tipo de cambio Euro / Pesos filipinos;08/04/2020;54,9770;0,11%
Tipo de cambio Euro / Pesos filipinos;07/04/2020;54,9150;0,45%
Tipo de cambio Euro / Pesos filipinos;06/04/2020;54,6670;-0,25%
Tipo de cambio Euro / Pesos filipinos;03/04/2020;54,8050;-1,23%
Tipo de cambio Euro / Pesos filipinos;02/04/2020;55,4850;-0,40%
Tipo de cambio Euro / Pesos filipinos;01/04/2020;55,7090;-0,28%
Tipo de cambio Euro / Pesos filipinos;31/03/2020;55,8650;-0,59%
Tipo de cambio Euro / Pesos filipinos;30/03/2020;56,1960;0,13%
Tipo de cambio Euro / Pesos filipinos;27/03/2020;56,1250;0,26%
Tipo de cambio Euro / Pesos filipinos;26/03/2020;55,9810;1,32%
Tipo de cambio Euro / Pesos filipinos;25/03/2020;55,2500;-0,23%
Tipo de cambio Euro / Pesos filipinos;24/03/2020;55,3750;-0,09%
Tipo de cambio Euro / Pesos filipinos;23/03/2020;55,4250;0,97%
Tipo de cambio Euro / Pesos filipinos;20/03/2020;54,8950;-1,26%
Tipo de cambio Euro / Pesos filipinos;19/03/2020;55,5930;-1,50%
Tipo de cambio Euro / Pesos filipinos;18/03/2020;56,4410;-0,22%
Tipo de cambio Euro / Pesos filipinos;17/03/2020;56,5630;-1,84%
Tipo de cambio Euro / Pesos filipinos;16/03/2020;57,6250;2,08%
Tipo de cambio Euro / Pesos filipinos;13/03/2020;56,4530;-2,07%
Tipo de cambio Euro / Pesos filipinos;12/03/2020;57,6450;0,46%
Tipo de cambio Euro / Pesos filipinos;11/03/2020;57,3830;-0,27%
Tipo de cambio Euro / Pesos filipinos;10/03/2020;57,5370;-0,82%
Tipo de cambio Euro / Pesos filipinos;09/03/2020;58,0130;0,82%
Tipo de cambio Euro / Pesos filipinos;06/03/2020;57,5420;1,33%
Tipo de cambio Euro / Pesos filipinos;05/03/2020;56,7850;0,88%
Tipo de cambio Euro / Pesos filipinos;04/03/2020;56,2880;-0,32%
Tipo de cambio Euro / Pesos filipinos;03/03/2020;56,4670;-0,08%
Tipo de cambio Euro / Pesos filipinos;02/03/2020;56,5110;0,86%
Tipo de cambio Euro / Laris;14/04/2020;3,4227;-0,58%
Tipo de cambio Euro / Laris;13/04/2020;3,4425;-0,44%
Tipo de cambio Euro / Laris;10/04/2020;3,4576;0
Tipo de cambio Euro / Laris;09/04/2020;3,4576;0,07%
Tipo de cambio Euro / Laris;08/04/2020;3,4551;0,75%
Tipo de cambio Euro / Laris;07/04/2020;3,4295;0,47%
Tipo de cambio Euro / Laris;06/04/2020;3,4134;-1,85%
Tipo de cambio Euro / Laris;03/04/2020;3,4778;-1,92%
Tipo de cambio Euro / Laris;02/04/2020;3,5460;-1,39%
Tipo de cambio Euro / Laris;01/04/2020;3,5960;-1,11%
Tipo de cambio Euro / Laris;31/03/2020;3,6363;0,36%
Tipo de cambio Euro / Laris;30/03/2020;3,6232;-5,05%
Tipo de cambio Euro / Laris;27/03/2020;3,8159;2,11%
Tipo de cambio Euro / Laris;26/03/2020;3,7370;-0,18%
Tipo de cambio Euro / Laris;25/03/2020;3,7436;8,27%
Tipo de cambio Euro / Laris;24/03/2020;3,4578;1,02%
Tipo de cambio Euro / Laris;23/03/2020;3,4230;0,35%
Tipo de cambio Euro / Laris;20/03/2020;3,4109;-2,54%
Tipo de cambio Euro / Laris;19/03/2020;3,4997;3,01%
Tipo de cambio Euro / Laris;18/03/2020;3,3974;0,86%
Tipo de cambio Euro / Laris;17/03/2020;3,3684;0,79%
Tipo de cambio Euro / Laris;16/03/2020;3,3421;0,83%
Tipo de cambio Euro / Laris;13/03/2020;3,3145;1,70%
Tipo de cambio Euro / Laris;12/03/2020;3,2591;0,98%
Tipo de cambio Euro / Laris;11/03/2020;3,2274;1,07%
Tipo de cambio Euro / Laris;10/03/2020;3,1931;1,74%
Tipo de cambio Euro / Laris;09/03/2020;3,1386;1,35%
Tipo de cambio Euro / Laris;06/03/2020;3,0969;-0,31%
Tipo de cambio Euro / Laris;05/03/2020;3,1064;0,67%
Tipo de cambio Euro / Laris;04/03/2020;3,0858;0
Tipo de cambio Euro / Cedi;06/09/2019;5,8600;0,07%
Tipo de cambio Euro / Cedi;05/09/2019;5,8557;0,17%
Tipo de cambio Euro / Cedi;04/09/2019;5,8460;0,93%
Tipo de cambio Euro / Cedi;03/09/2019;5,7923;-0,29%
Tipo de cambio Euro / Cedi;02/09/2019;5,8094;0
Tipo de cambio Euro / Cedi;30/08/2019;5,8094;-0,52%
Tipo de cambio Euro / Cedi;29/08/2019;5,8399;0,24%
Tipo de cambio Euro / Cedi;28/08/2019;5,8258;-0,59%
Tipo de cambio Euro / Cedi;27/08/2019;5,8602;-0,07%
Tipo de cambio Euro / Cedi;26/08/2019;5,8643;-0,20%
Tipo de cambio Euro / Cedi;23/08/2019;5,8759;0,45%
Tipo de cambio Euro / Cedi;22/08/2019;5,8498;-0,08%
Tipo de cambio Euro / Cedi;21/08/2019;5,8544;0,16%
Tipo de cambio Euro / Cedi;20/08/2019;5,8451;-0,15%
Tipo de cambio Euro / Cedi;19/08/2019;5,8536;0,00%
Tipo de cambio Euro / Cedi;16/08/2019;5,8534;0,11%
Tipo de cambio Euro / Cedi;15/08/2019;5,8467;-0,33%
Tipo de cambio Euro / Cedi;14/08/2019;5,8662;-0,37%
Tipo de cambio Euro / Cedi;13/08/2019;5,8879;-0,09%
Tipo de cambio Euro / Cedi;09/08/2019;5,8933;-0,09%
Tipo de cambio Euro / Cedi;08/08/2019;5,8985;-0,15%
Tipo de cambio Euro / Cedi;07/08/2019;5,9076;0,29%
Tipo de cambio Euro / Cedi;06/08/2019;5,8904;0,88%
Tipo de cambio Euro / Cedi;02/08/2019;5,8388;0,44%
Tipo de cambio Euro / Cedi;01/08/2019;5,8130;-0,68%
Tipo de cambio Euro / Cedi;31/07/2019;5,8528;-0,13%
Tipo de cambio Euro / Cedi;30/07/2019;5,8607;0,20%
Tipo de cambio Euro / Cedi;29/07/2019;5,8489;0,06%
Tipo de cambio Euro / Cedi;26/07/2019;5,8456;-0,38%
Tipo de cambio Euro / Cedi;25/07/2019;5,8679;0,16%
Tipo de cambio Euro / Dólares de Hong Kong;14/04/2020;8,4975;0,85%
Tipo de cambio Euro / Dólares de Hong Kong;09/04/2020;8,4259;-0,02%
Tipo de cambio Euro / Dólares de Hong Kong;08/04/2020;8,4277;-0,12%
Tipo de cambio Euro / Dólares de Hong Kong;07/04/2020;8,4381;0,87%
Tipo de cambio Euro / Dólares de Hong Kong;06/04/2020;8,3651;0,03%
Tipo de cambio Euro / Dólares de Hong Kong;03/04/2020;8,3625;-1,09%
Tipo de cambio Euro / Dólares de Hong Kong;02/04/2020;8,4545;-0,28%
Tipo de cambio Euro / Dólares de Hong Kong;01/04/2020;8,4781;-0,19%
Tipo de cambio Euro / Dólares de Hong Kong;31/03/2020;8,4945;-0,72%
Tipo de cambio Euro / Dólares de Hong Kong;30/03/2020;8,5559;0,55%
Tipo de cambio Euro / Dólares de Hong Kong;27/03/2020;8,5095;-0,05%
Tipo de cambio Euro / Dólares de Hong Kong;26/03/2020;8,5136;1,42%
Tipo de cambio Euro / Dólares de Hong Kong;25/03/2020;8,3941;-0,17%
Tipo de cambio Euro / Dólares de Hong Kong;24/03/2020;8,4088;0,55%
Tipo de cambio Euro / Dólares de Hong Kong;23/03/2020;8,3631;0,69%
Tipo de cambio Euro / Dólares de Hong Kong;20/03/2020;8,3056;-0,95%
Tipo de cambio Euro / Dólares de Hong Kong;19/03/2020;8,3849;-1,26%
Tipo de cambio Euro / Dólares de Hong Kong;18/03/2020;8,4917;-0,42%
Tipo de cambio Euro / Dólares de Hong Kong;17/03/2020;8,5274;-1,62%
Tipo de cambio Euro / Dólares de Hong Kong;16/03/2020;8,6682;0,50%
Tipo de cambio Euro / Dólares de Hong Kong;13/03/2020;8,6255;-1,38%
Tipo de cambio Euro / Dólares de Hong Kong;12/03/2020;8,7466;-0,69%
Tipo de cambio Euro / Dólares de Hong Kong;11/03/2020;8,8071;-0,48%
Tipo de cambio Euro / Dólares de Hong Kong;10/03/2020;8,8496;-0,61%
Tipo de cambio Euro / Dólares de Hong Kong;09/03/2020;8,9041;1,08%
Tipo de cambio Euro / Dólares de Hong Kong;06/03/2020;8,8089;1,33%
Tipo de cambio Euro / Dólares de Hong Kong;05/03/2020;8,6936;0,58%
Tipo de cambio Euro / Dólares de Hong Kong;04/03/2020;8,6437;-0,04%
Tipo de cambio Euro / Dólares de Hong Kong;03/03/2020;8,6471;-0,06%
Tipo de cambio Euro / Dólares de Hong Kong;02/03/2020;8,6525;1,14%
Tipo de cambio Euro / Forints húngaros;14/04/2020;350,7000;-1,14%
Tipo de cambio Euro / Forints húngaros;09/04/2020;354,7600;-1,27%
Tipo de cambio Euro / Forints húngaros;08/04/2020;359,3400;0,48%
Tipo de cambio Euro / Forints húngaros;07/04/2020;357,6200;-2,09%
Tipo de cambio Euro / Forints húngaros;06/04/2020;365,2400;0,02%
Tipo de cambio Euro / Forints húngaros;03/04/2020;365,1500;0,39%
Tipo de cambio Euro / Forints húngaros;02/04/2020;363,7300;-1,52%
Tipo de cambio Euro / Forints húngaros;01/04/2020;369,3600;2,59%
Tipo de cambio Euro / Forints húngaros;31/03/2020;360,0200;0,36%
Tipo de cambio Euro / Forints húngaros;30/03/2020;358,7200;0,86%
Tipo de cambio Euro / Forints húngaros;27/03/2020;355,6500;0,19%
Tipo de cambio Euro / Forints húngaros;26/03/2020;354,9900;0,01%
Tipo de cambio Euro / Forints húngaros;25/03/2020;354,9700;0,54%
Tipo de cambio Euro / Forints húngaros;24/03/2020;353,0700;0,21%
Tipo de cambio Euro / Forints húngaros;23/03/2020;352,3300;0,40%
Tipo de cambio Euro / Forints húngaros;20/03/2020;350,9100;-1,45%
Tipo de cambio Euro / Forints húngaros;19/03/2020;356,0600;1,33%
Tipo de cambio Euro / Forints húngaros;18/03/2020;351,3800;1,25%
Tipo de cambio Euro / Forints húngaros;17/03/2020;347,0400;0,60%
Tipo de cambio Euro / Forints húngaros;16/03/2020;344,9700;1,80%
Tipo de cambio Euro / Forints húngaros;13/03/2020;338,8800;0,15%
Tipo de cambio Euro / Forints húngaros;12/03/2020;338,3700;0,87%
Tipo de cambio Euro / Forints húngaros;11/03/2020;335,4600;-0,22%
Tipo de cambio Euro / Forints húngaros;10/03/2020;336,2000;-0,01%
Tipo de cambio Euro / Forints húngaros;09/03/2020;336,2500;0,23%
Tipo de cambio Euro / Forints húngaros;06/03/2020;335,4800;-0,07%
Tipo de cambio Euro / Forints húngaros;05/03/2020;335,7000;0,22%
Tipo de cambio Euro / Forints húngaros;04/03/2020;334,9600;-0,51%
Tipo de cambio Euro / Forints húngaros;03/03/2020;336,6800;-0,07%
Tipo de cambio Euro / Forints húngaros;02/03/2020;336,9200;-0,19%
Tipo de cambio Euro / Rupias indias;14/04/2020;83,4940;0,68%
Tipo de cambio Euro / Rupias indias;09/04/2020;82,9275;0,07%
Tipo de cambio Euro / Rupias indias;08/04/2020;82,8730;0,75%
Tipo de cambio Euro / Rupias indias;07/04/2020;82,2520;0,18%
Tipo de cambio Euro / Rupias indias;06/04/2020;82,1060;-0,13%
Tipo de cambio Euro / Rupias indias;03/04/2020;82,2160;-1,33%
Tipo de cambio Euro / Rupias indias;02/04/2020;83,3260;-0,33%
Tipo de cambio Euro / Rupias indias;01/04/2020;83,6004;0,85%
Tipo de cambio Euro / Rupias indias;31/03/2020;82,8985;-0,72%
Tipo de cambio Euro / Rupias indias;30/03/2020;83,5000;0,76%
Tipo de cambio Euro / Rupias indias;27/03/2020;82,8695;0,41%
Tipo de cambio Euro / Rupias indias;26/03/2020;82,5345;-0,20%
Tipo de cambio Euro / Rupias indias;25/03/2020;82,6990;0,41%
Tipo de cambio Euro / Rupias indias;24/03/2020;82,3580;0,28%
Tipo de cambio Euro / Rupias indias;23/03/2020;82,1255;2,06%
Tipo de cambio Euro / Rupias indias;20/03/2020;80,4650;-0,83%
Tipo de cambio Euro / Rupias indias;19/03/2020;81,1400;0,01%
Tipo de cambio Euro / Rupias indias;18/03/2020;81,1355;-0,53%
Tipo de cambio Euro / Rupias indias;17/03/2020;81,5670;-1,50%
Tipo de cambio Euro / Rupias indias;16/03/2020;82,8075;1,14%
Tipo de cambio Euro / Rupias indias;13/03/2020;81,8765;-1,91%
Tipo de cambio Euro / Rupias indias;12/03/2020;83,4680;-0,06%
Tipo de cambio Euro / Rupias indias;11/03/2020;83,5215;-0,70%
Tipo de cambio Euro / Rupias indias;10/03/2020;84,1100;-1,00%
Tipo de cambio Euro / Rupias indias;09/03/2020;84,9600;1,64%
Tipo de cambio Euro / Rupias indias;06/03/2020;83,5860;1,74%
Tipo de cambio Euro / Rupias indias;05/03/2020;82,1530;0,80%
Tipo de cambio Euro / Rupias indias;04/03/2020;81,5025;0,09%
Tipo de cambio Euro / Rupias indias;03/03/2020;81,4290;0,63%
Tipo de cambio Euro / Rupias indias;02/03/2020;80,9170;2,06%
Tipo de cambio Euro / Rupias indonesas;14/04/2020;17.229,0900;-0,08%
Tipo de cambio Euro / Rupias indonesas;09/04/2020;17.243,2100;-2,23%
Tipo de cambio Euro / Rupias indonesas;08/04/2020;17.636,0200;0,42%
Tipo de cambio Euro / Rupias indonesas;07/04/2020;17.562,9500;-0,83%
Tipo de cambio Euro / Rupias indonesas;06/04/2020;17.710,7300;-1,16%
Tipo de cambio Euro / Rupias indonesas;03/04/2020;17.918,6800;-1,36%
Tipo de cambio Euro / Rupias indonesas;02/04/2020;18.166,1200;-0,40%
Tipo de cambio Euro / Rupias indonesas;01/04/2020;18.239,6100;2,07%
Tipo de cambio Euro / Rupias indonesas;31/03/2020;17.869,2400;-1,21%
Tipo de cambio Euro / Rupias indonesas;30/03/2020;18.088,0400;2,09%
Tipo de cambio Euro / Rupias indonesas;27/03/2020;17.716,8800;0,17%
Tipo de cambio Euro / Rupias indonesas;26/03/2020;17.686,0000;1,37%
Tipo de cambio Euro / Rupias indonesas;25/03/2020;17.447,7100;-1,43%
Tipo de cambio Euro / Rupias indonesas;24/03/2020;17.701,2000;-0,96%
Tipo de cambio Euro / Rupias indonesas;23/03/2020;17.872,8200;4,82%
Tipo de cambio Euro / Rupias indonesas;20/03/2020;17.050,9000;-0,79%
Tipo de cambio Euro / Rupias indonesas;19/03/2020;17.187,0900;1,74%
Tipo de cambio Euro / Rupias indonesas;18/03/2020;16.892,5400;1,26%
Tipo de cambio Euro / Rupias indonesas;17/03/2020;16.681,6600;-0,44%
Tipo de cambio Euro / Rupias indonesas;16/03/2020;16.756,2000;2,17%
Tipo de cambio Euro / Rupias indonesas;13/03/2020;16.400,6100;-0,20%
Tipo de cambio Euro / Rupias indonesas;12/03/2020;16.434,0000;1,01%
Tipo de cambio Euro / Rupias indonesas;11/03/2020;16.269,9900;-0,07%
Tipo de cambio Euro / Rupias indonesas;10/03/2020;16.282,0000;-1,25%
Tipo de cambio Euro / Rupias indonesas;09/03/2020;16.488,0500;-0,43%
Tipo de cambio Euro / Rupias indonesas;06/03/2020;16.558,4900;4,46%
Tipo de cambio Euro / Rupias indonesas;05/03/2020;15.851,9800;0,95%
Tipo de cambio Euro / Rupias indonesas;04/03/2020;15.702,9400;-1,10%
Tipo de cambio Euro / Rupias indonesas;03/03/2020;15.877,0000;-0,20%
Tipo de cambio Euro / Rupias indonesas;02/03/2020;15.909,4100;1,02%
Tipo de cambio Euro / Riales iraníes;18/01/2019;47.888,4000;0,05%
Tipo de cambio Euro / Riales iraníes;17/01/2019;47.863,2000;0,06%
Tipo de cambio Euro / Riales iraníes;16/01/2019;47.833,8000;-0,31%
Tipo de cambio Euro / Riales iraníes;15/01/2019;47.980,8000;-0,37%
Tipo de cambio Euro / Riales iraníes;14/01/2019;48.161,4000;-0,59%
Tipo de cambio Euro / Riales iraníes;10/01/2019;48.447,0000;0,70%
Tipo de cambio Euro / Riales iraníes;09/01/2019;48.111,0000;0,13%
Tipo de cambio Euro / Riales iraníes;08/01/2019;48.048,0000;-0,04%
Tipo de cambio Euro / Riales iraníes;07/01/2019;48.069,0000;0,85%
